고객번호,성별,나이,가입일자
CST2022042316741,Female,39,2024-05-29 03:42:04.223555840
CST2022072629083,Male,39,2022-03-20 01:59:26.523527424
CST2022051521235,Female,31,2022-05-19 09:02:36.984255744
CST2022063045277,Male,37,2022-07-13 09:36:01.584868608
CST2020061748378,Female,45,2022-06-20 10:12:09.149421056
CST2022031445962,Male,44,2024-06-05 00:23:48.874329344
CST2020110918765,Female,45,2022-09-04 03:55:33.281288192
CST2021061436989,Male,41,2022-12-20 02:48:43.220422400
CST2021011319418,Female,36,2022-03-06 17:15:10.684873984
CST2021052817988,Female,39,2023-08-16 00:02:20.580407296
CST2020022032888,Male,41,2022-09-08 13:52:33.510868736
CST202211218297,Female,37,2022-08-19 23:30:46.374526720
CST2021081921969,Female,32,2024-07-09 10:48:42.591645696
CST2021081230563,Male,42,2022-02-06 08:12:18.472214016
CST2022080721281,Female,37,2022-06-26 06:03:49.138065152
CST2022031618384,Female,41,2023-04-29 10:18:24.181957888
CST2021081419793,Female,32,2023-06-14 15:34:47.922664704
CST202108146080,Male,36,2023-11-03 16:39:16.201815808
CST2020051745782,Female,40,2022-07-16 23:36:27.125558016
CST2020010518554,Female,41,2023-01-07 04:44:44.049201920
CST2021070240997,Male,41,2022-09-28 12:35:24.008039680
CST202003059489,Male,38,2024-02-26 02:15:32.536169472
CST2020041536222,Female,39,2022-12-05 22:26:09.938070016
CST2022092637013,Female,40,2022-09-03 23:25:38.812097536
CST2021092917595,Female,40,2023-08-05 01:11:38.660527360
CST2021031410169,Female,41,2022-04-12 06:38:40.507403520
CST2020031235896,Female,34,2024-03-10 17:15:39.669303040
CST202212159655,Female,46,2022-09-20 20:26:46.362547712
CST2022100219649,Female,38,2024-02-16 05:16:13.377194240
CST2020021023184,Female,38,2024-07-22 21:03:06.729562112
CST2021120124912,Male,37,2022-01-21 02:07:09.663140864
CST202010146544,Male,39,2022-06-30 20:06:25.435773952
CST2020092611143,Male,33,2023-12-05 10:38:07.550232576
CST2022042427705,Female,37,2022-03-20 00:36:20.611934976
CST2022052911401,Female,31,2023-02-25 13:26:22.665653248
CST2022091427359,Male,37,2022-05-22 19:47:40.691526400
CST2020042619015,Male,39,2023-03-19 12:11:22.982507008
CST202010221796,Female,41,2022-01-12 20:05:12.825115648
CST202010285612,Male,38,2022-05-22 19:28:21.930501120
CST202012086832,Male,40,2022-09-17 00:10:52.187302656
CST2022020811751,Male,32,2022-07-06 09:50:54.267016448
CST202002169289,Male,39,2022-12-07 09:24:28.817033728
CST202101017462,Female,43,2022-05-17 12:23:27.140722176
CST2022012749497,Female,40,2024-02-13 04:39:36.192529920
CST2020021318459,Male,36,2023-05-06 02:01:17.706980352
CST202101281066,Male,39,2022-10-20 04:08:23.602525184
CST2020011440489,Female,44,2022-10-06 01:41:00.248672256
CST2020051429984,Female,41,2022-08-18 19:47:33.427275264
CST2021072811241,Female,41,2023-04-21 22:22:38.425678336
CST202008033441,Male,35,2023-05-16 09:40:14.746784512
CST2020081016852,Male,37,2024-07-23 01:29:01.661451520
CST2020110534130,Female,38,2023-08-16 12:45:37.854011136
CST202107142280,Female,45,2023-05-16 14:16:17.421868800
CST2021011744673,Female,35,2022-02-06 01:44:19.861633792
CST202111151184,Male,40,2023-06-03 02:54:38.640776448
CST2020040544598,Male,41,2023-04-12 05:34:04.550033408
CST2021110932354,Male,41,2024-04-24 15:03:30.463602176
CST2022012016883,Female,38,2023-11-12 15:24:53.076653056
CST2021022538192,Female,37,2023-03-28 18:25:06.191128064
CST2021071422046,Female,46,2022-08-03 20:55:22.084167168
CST2022042332981,Female,37,2023-11-05 01:13:56.387601920
CST202201039061,Male,37,2022-09-28 07:06:06.598686464
CST2021012921817,Male,42,2022-11-29 10:55:25.998796800
CST2020080823207,Male,39,2023-10-15 05:00:31.144180224
CST2021010519069,Male,33,2022-10-22 06:39:57.043092992
CST2021121430263,Female,42,2022-10-07 15:25:10.930078720
CST2022012320424,Male,37,2023-02-21 12:55:50.143373568
CST2020123122965,Male,37,2023-09-17 23:41:36.507910912
CST2020101321572,Male,49,2024-06-06 05:07:38.229682432
CST2020061246890,Female,38,2022-05-21 02:06:17.479344640
CST2020042037682,Female,39,2022-08-26 22:13:33.771124480
CST202111130569,Female,42,2024-07-17 04:55:57.154102272
CST2022123110339,Male,35,2023-08-05 08:09:07.898202112
CST2020061418148,Female,41,2022-01-10 01:29:51.968158464
CST2021071011456,Female,42,2024-04-22 17:56:14.860790016
CST2020102649978,Female,44,2022-09-23 17:53:05.603285504
CST2021091440586,Female,41,2023-06-03 03:16:54.918083072
CST2022052536439,Female,34,2022-12-12 22:20:47.029063424
CST202001044687,Female,40,2022-06-14 04:20:42.293631232
CST2022091019929,Female,33,2023-07-22 01:51:53.443608320
CST2020122325362,Female,43,2022-07-22 11:53:09.504990208
CST2020092525397,Male,43,2022-08-03 19:09:12.859594752
CST202104041486,Female,39,2024-01-27 03:16:22.290918912
CST202101198048,Male,39,2023-08-29 19:49:13.395132928
CST202012228510,Female,38,2024-05-15 03:16:02.062860032
CST202001150663,Female,38,2023-02-17 13:54:06.945257472
CST2021121032629,Male,42,2023-04-21 17:30:37.169422336
CST2021071435429,Female,37,2022-03-07 09:07:47.714409216
CST2022053124280,Female,47,2022-12-05 22:34:05.489833728
CST2020090711907,Female,39,2022-02-15 22:22:45.244699392
CST2020071443692,Male,43,2022-11-26 19:03:18.515736832
CST2021011238051,Female,32,2023-01-21 00:21:14.432517376
CST2020101328463,Male,36,2022-06-13 00:22:17.598192384
CST202011156034,Female,42,2024-03-16 11:47:52.718368768
CST2020022547454,Female,40,2022-11-14 04:58:40.579491584
CST2022041613797,Female,39,2022-02-21 13:36:25.137091840
CST2022081141930,Female,43,2023-01-03 17:38:56.768963584
CST2022032427878,Female,47,2023-06-01 06:02:08.404741376
CST2021030741322,Female,34,2023-03-27 07:27:45.179723520
CST2022051032801,Female,42,2023-06-15 16:52:35.960588544
CST2020061224418,Male,37,2024-04-11 08:19:22.726948096
CST2020073039715,Female,42,2022-01-28 15:12:27.202128128
CST2022102634699,Female,37,2024-01-14 11:14:22.130160384
CST2020040210405,Male,41,2022-12-21 02:05:15.011393280
CST202010102863,Female,41,2022-12-28 17:06:02.022223872
CST2022110811261,Female,36,2023-07-10 23:53:26.473004800
CST2022020121795,Male,37,2023-07-14 03:32:30.336750336
CST202005277029,Male,38,2022-04-10 13:00:55.006371072
CST2021022449526,Female,32,2023-08-21 02:46:54.711253760
CST2020052233127,Male,40,2022-06-15 05:05:50.984659456
CST202105274167,Female,44,2022-10-05 20:15:46.761393664
CST2020042920467,Female,34,2023-04-01 12:24:06.913082368
CST2020091915120,Female,41,2023-09-21 15:00:49.839355136
CST2020110946041,Male,40,2023-12-15 06:38:29.256999424
CST2021111923417,Female,36,2023-11-09 08:56:56.870406400
CST2021092023238,Female,46,2023-05-06 02:06:10.312838912
CST2022100943607,Female,43,2022-06-10 07:37:25.083144960
CST2021070536634,Female,43,2023-09-30 13:54:34.575000320
CST2020071040108,Female,39,2024-07-08 23:02:45.716610560
CST2021081424734,Female,33,2024-02-09 00:22:23.864130304
CST2022050120235,Female,39,2023-02-10 23:17:47.039331072
CST2020072932850,Female,38,2023-03-09 14:49:52.166892032
CST2020032118144,Female,42,2024-06-18 00:14:52.644446464
CST202002179356,Female,36,2022-03-05 19:58:25.583703296
CST2022071125440,Female,44,2023-07-13 12:46:17.350820864
CST2022081327408,Female,36,2022-05-13 19:55:06.482272512
CST2020122348136,Male,41,2022-03-13 00:15:57.034581504
CST2022051038819,Female,36,2022-09-25 21:15:13.522797824
CST202205077607,Female,38,2022-08-05 03:27:40.765222400
CST2021062114784,Female,33,2022-02-12 21:19:56.029673216
CST2022021917938,Female,39,2024-03-14 12:40:02.445622784
CST2020050113036,Female,35,2024-02-26 18:26:24.293918976
CST202005041483,Female,41,2023-10-04 06:22:40.532749824
CST2020102046030,Female,41,2023-12-25 19:20:47.562892800
CST202103141371,Female,38,2022-03-04 16:43:18.024065280
CST2021092042831,Female,36,2022-09-14 22:34:11.695946496
CST2022061348457,Female,40,2023-07-12 08:12:18.631767552
CST2020021734632,Female,42,2024-04-20 08:52:02.580892672
CST202001034148,Female,38,2023-10-28 21:21:04.343570688
CST2022121541271,Female,37,2022-01-17 18:46:07.941156352
CST2021080723306,Female,34,2022-08-14 05:38:35.649967616
CST2022061717105,Male,39,2023-01-17 00:43:14.076294912
CST2020041034316,Female,43,2023-08-09 18:21:04.581876224
CST202205278137,Male,44,2023-09-19 04:31:12.471542272
CST2021021423968,Female,39,2023-07-30 12:40:09.610903040
CST2020092738648,Female,33,2022-03-08 16:57:24.527042304
CST2022021830706,Male,37,2023-12-15 21:19:38.506925056
CST2020121225031,Male,43,2023-09-24 05:21:58.353558528
CST2020050424700,Female,42,2022-07-21 00:05:23.695893504
CST202111191854,Female,34,2023-04-13 12:41:17.212671488
CST2022121813550,Male,46,2022-08-30 07:08:13.715864064
CST2022111241819,Male,34,2023-10-09 17:50:22.153967360
CST2021111348138,Female,37,2022-07-23 09:32:17.261673984
CST2020011624179,Female,40,2022-01-19 23:47:49.296848128
CST202107141128,Female,38,2023-02-11 15:53:35.960406016
CST2020081837498,Female,37,2022-02-10 12:35:57.979890176
CST2022042941621,Female,39,2022-02-10 16:53:30.342493952
CST2020121218443,Female,42,2022-06-30 01:20:15.901040640
CST2021041222910,Female,46,2023-11-11 05:48:54.037349376
CST2022092544081,Male,40,2024-06-07 03:02:44.459494656
CST2022010237301,Female,36,2023-04-28 22:02:33.416093184
CST2020072621461,Female,39,2023-10-01 15:20:33.141577728
CST202004258269,Male,46,2022-02-16 16:32:38.422605568
CST202001246485,Male,42,2024-01-15 12:18:36.646208768
CST2020032346886,Female,44,2023-02-27 06:46:38.514549504
CST2020100339979,Female,42,2023-03-31 09:26:00.961066240
CST2020112517754,Female,42,2024-01-27 03:10:31.310217984
CST2020051131543,Female,39,2022-04-20 18:21:08.807007744
CST2022021127430,Female,44,2023-03-06 05:48:50.121791488
CST2021040618200,Female,28,2023-05-24 01:25:46.681448448
CST202001231970,Female,41,2023-08-01 20:38:22.363215104
CST2021122514161,Female,40,2023-10-29 10:47:54.451520512
CST2022103021107,Female,35,2023-08-18 11:16:55.181780224
CST2021102824961,Female,40,2024-03-09 12:09:40.564156416
CST2022090115784,Female,41,2024-07-14 00:45:51.906913280
CST2021032937700,Female,32,2022-01-16 22:16:02.097918464
CST2020010236883,Female,40,2023-01-25 06:32:36.215980032
CST2022062530239,Male,44,2023-01-21 08:10:48.160637184
CST2022040946148,Female,45,2023-12-08 22:45:40.273204224
CST2020112316134,Female,41,2022-10-01 15:30:24.820640768
CST2021010518397,Male,38,2022-01-15 04:38:34.629341952
CST2020070713371,Female,42,2022-03-12 07:52:03.289662464
CST2020080746804,Female,35,2024-05-20 01:06:13.103276544
CST2021101742171,Female,42,2024-05-14 23:08:54.222762240
CST2020050814576,Female,38,2022-08-30 10:46:42.927735552
CST2020071227788,Male,43,2024-05-31 16:49:35.006229504
CST2022121742533,Female,37,2024-04-05 03:51:31.966754560
CST2021110915444,Female,45,2023-10-12 01:15:50.673999872
CST202001292608,Female,43,2022-08-19 12:06:27.702970880
CST2020021743788,Female,40,2022-04-22 11:39:40.380785920
CST202106053632,Female,40,2022-06-07 23:27:41.918805248
CST2020051121966,Female,45,2022-07-06 07:34:08.062280192
CST2022051127023,Female,47,2024-01-31 07:55:26.602639616
CST2021062320937,Male,37,2022-10-30 05:35:02.123858944
CST2022081339893,Female,37,2023-10-01 15:28:40.736687616
CST2020011535471,Female,44,2023-12-25 20:27:21.285252096
CST2021042610368,Female,29,2023-02-13 09:39:22.149442560
CST202211241489,Female,29,2022-07-21 12:12:39.572413184
CST202011142858,Female,36,2023-03-24 00:07:58.753939456
CST2021061620460,Female,40,2022-05-07 09:36:46.244595456
CST2022101730437,Female,34,2024-02-08 03:44:45.503708160
CST2020053026986,Female,34,2024-01-30 13:13:46.552400640
CST2020043017973,Female,37,2024-05-29 17:47:00.533502464
CST2021082627693,Male,44,2024-02-04 18:11:32.141707520
CST2021122228606,Female,37,2023-09-04 08:32:57.325453056
CST2020110428311,Female,43,2022-12-22 19:49:58.965747712
CST202010163429,Female,39,2023-04-13 17:55:11.760806144
CST2022032911248,Male,45,2022-06-25 15:49:01.384785152
CST2022062632751,Female,38,2023-09-27 11:39:42.602409472
CST2022110846504,Female,40,2024-02-26 07:49:30.030137600
CST2021121419323,Male,40,2023-10-19 17:36:43.807047424
CST2020032918376,Male,38,2024-06-20 10:11:54.639482624
CST2022032622157,Male,42,2024-07-05 14:49:59.634750208
CST2020070929200,Female,41,2023-10-19 02:22:37.969012992
CST202010107368,Female,40,2023-12-04 19:30:25.650760192
CST2020100419757,Female,31,2022-11-05 08:23:59.271863808
CST2022072644240,Male,34,2022-02-12 11:50:27.394250752
CST202203226746,Female,35,2024-03-19 13:23:42.904868864
CST2021040621458,Female,40,2023-10-11 00:53:32.423120128
CST2021122013827,Female,39,2024-06-27 20:41:29.877058560
CST2021030611145,Male,36,2022-01-01 07:02:47.736527104
CST2020122321492,Female,36,2023-11-06 06:16:45.682825472
CST2022031225858,Female,41,2022-09-10 16:56:31.495083264
CST2021090345805,Female,36,2023-02-23 12:37:23.475410432
CST2022100725654,Female,29,2023-03-02 08:08:49.012413184
CST2021033043161,Female,39,2022-02-03 14:49:57.992038912
CST2021123030131,Female,37,2024-03-13 14:53:03.009418752
CST202208015573,Female,42,2022-03-25 07:10:19.163249152
CST202212029635,Female,36,2024-06-16 13:20:11.822298880
CST2021112027051,Female,38,2023-06-22 21:30:45.184849152
CST2022030449575,Female,40,2022-09-16 18:00:07.589155072
CST202005206477,Female,30,2023-08-25 15:24:37.356748800
CST202003055082,Female,36,2024-05-23 13:45:36.396541696
CST202205034161,Female,36,2024-01-06 11:45:10.099350272
CST202204220338,Female,37,2022-06-05 23:43:18.145141248
CST202201069911,Female,37,2022-10-19 21:52:15.809223168
CST2022120716217,Female,39,2022-04-13 07:15:24.315846144
CST2020053025907,Male,39,2023-11-20 20:47:11.930970880
CST2020122524794,Female,41,2022-07-09 07:16:51.595097088
CST2020021438006,Male,41,2023-12-04 08:57:37.917198592
CST2020032014947,Female,43,2022-05-05 02:08:24.151592704
CST2020072941199,Male,42,2023-12-20 08:02:06.324954624
CST2020070122824,Male,44,2023-04-30 14:54:43.480713216
CST2022090147748,Female,43,2024-03-01 01:18:49.548553472
CST2021042340771,Female,37,2023-05-04 19:41:40.354773504
CST2020101947731,Female,37,2022-08-23 04:34:46.952292096
CST2021042022995,Female,38,2023-10-04 12:01:10.414458624
CST2020043017333,Male,43,2022-10-10 21:37:11.165862656
CST2022100618484,Male,38,2022-03-28 16:22:48.466778112
CST202011241274,Male,42,2024-02-18 20:23:56.070720768
CST2021072329947,Female,31,2023-11-19 05:16:30.507355904
CST2021050424099,Male,31,2022-02-24 02:48:20.015753984
CST2020091032787,Male,44,2024-05-23 04:29:19.679367424
CST2021022624751,Female,41,2022-07-11 19:02:55.709788672
CST2020112032619,Female,43,2023-12-02 11:50:46.661660160
CST2022031618046,Male,33,2022-01-21 15:11:19.888699136
CST2021061711300,Female,39,2023-03-28 02:16:22.273393152
CST2020112311918,Male,33,2022-08-30 21:28:41.231475456
CST2021062218987,Female,42,2023-06-07 22:58:25.851290112
CST2020120316288,Male,39,2022-09-12 11:53:03.959451904
CST2021052832883,Female,38,2023-04-14 00:55:53.661777664
CST202004233551,Female,42,2022-01-11 14:57:28.070320640
CST202212085969,Female,38,2024-05-05 05:32:45.361114624
CST2021011412186,Male,38,2024-02-01 14:37:58.152311552
CST2020093013355,Female,33,2022-01-24 12:29:25.322340096
CST2021102139511,Female,44,2024-07-18 06:07:33.354809600
CST2021091936148,Female,39,2024-05-24 03:48:18.784326912
CST2022080238535,Male,41,2023-09-14 04:39:44.703479552
CST2021112847175,Female,34,2023-01-07 04:45:30.494864896
CST2022091523177,Male,44,2024-04-12 15:04:31.090391296
CST2021092447547,Female,39,2024-03-19 10:14:21.236210688
CST2022121135055,Female,45,2023-02-01 20:49:10.117486848
CST2021110913680,Female,43,2023-10-27 00:24:10.175863808
CST2022052118863,Female,29,2024-02-03 10:16:42.654645248
CST2021010716144,Male,42,2024-02-10 01:16:13.220351744
CST2022102247973,Female,42,2024-07-06 00:51:06.688515840
CST2022022333460,Female,41,2024-01-24 14:44:33.994318080
CST2020010749197,Male,40,2023-06-07 14:34:27.573320960
CST2020082744123,Female,38,2024-01-28 09:59:17.762457344
CST202002264019,Female,39,2022-10-12 14:17:56.801474304
CST202212010124,Male,44,2022-08-21 17:30:36.469534720
CST2021121347257,Female,44,2022-10-06 22:56:37.577538304
CST202206161564,Female,38,2023-05-28 15:27:36.492832000
CST2021042016061,Male,36,2023-07-09 10:45:09.557343744
CST202004255146,Female,44,2022-10-29 16:31:47.520310784
CST2021121043070,Female,42,2023-03-30 20:33:20.824747264
CST2020080641496,Female,40,2023-06-28 14:38:04.272433920
CST202208139498,Male,35,2022-09-19 07:58:08.470417408
CST2021092346293,Female,32,2022-02-23 11:56:31.532004608
CST2021011942841,Female,42,2022-04-10 10:10:31.426984960
CST2022060524458,Male,37,2023-08-01 04:18:06.455941888
CST2021011515032,Male,36,2024-05-18 08:07:56.978187520
CST2022010428013,Female,40,2023-02-24 19:11:57.687090176
CST2020123017771,Female,37,2023-04-25 00:38:53.283986432
CST2021101919865,Female,37,2022-02-07 20:27:03.780272384
CST2022090719703,Male,36,2024-06-16 02:30:44.117407232
CST202204213236,Female,41,2024-03-19 12:18:23.057508864
CST2020041740207,Female,35,2023-04-05 19:04:46.270545920
CST202011268044,Male,33,2024-04-11 00:38:40.500140544
CST202108022157,Male,35,2023-02-16 14:54:53.085326336
CST2021112240651,Female,44,2023-03-07 21:02:13.810296064
CST202210170400,Male,36,2023-10-06 09:35:08.373804032
CST2021051210386,Female,40,2022-11-01 14:17:13.502960896
CST202112199146,Male,37,2024-04-10 09:40:41.000925696
CST2020052023230,Female,38,2022-07-21 07:52:09.633742592
CST2020070144382,Female,44,2024-06-23 22:13:36.896216320
CST2020122614042,Male,39,2024-05-23 06:02:41.794638336
CST202002139014,Female,45,2022-11-22 14:12:40.909709568
CST2022021926885,Female,46,2023-09-15 07:19:21.035623936
CST2020050627903,Male,45,2023-04-13 20:57:44.792689664
CST2021062441865,Male,36,2023-07-05 15:02:13.505221632
CST2021020126321,Female,39,2022-06-12 17:56:13.489182720
CST2020113037581,Male,44,2023-12-07 04:01:43.668399872
CST2021111435468,Female,42,2023-04-26 17:31:18.719854848
CST2021111328938,Female,43,2022-04-09 03:18:30.492303104
CST2022071019637,Female,43,2024-01-23 21:37:48.697657856
CST2020050818932,Female,44,2024-04-29 12:06:49.752009984
CST2021120946874,Male,35,2022-01-06 19:35:18.680985600
CST2020053123240,Female,38,2024-01-31 01:19:50.661964544
CST2022122245574,Female,36,2023-06-19 11:37:23.719164160
CST2021051423046,Female,38,2022-02-17 11:26:58.006573312
CST2020070430759,Male,39,2023-02-24 17:31:51.234023936
CST2021033116383,Female,39,2023-01-27 12:59:20.051116800
CST202210052773,Female,36,2022-06-30 21:23:01.542760960
CST2020042541675,Female,34,2022-12-06 03:28:38.951394816
CST2022122741071,Female,33,2023-04-19 18:42:53.524749312
CST2022081614226,Female,46,2023-06-02 06:44:17.916460544
CST2022041931994,Male,43,2022-05-18 10:27:27.656749824
CST202201218582,Male,40,2023-07-07 13:21:36.342074880
CST2020022215402,Female,27,2022-08-30 18:39:16.259707904
CST2021050110248,Male,35,2022-06-03 15:22:26.345558272
CST2022070818089,Male,40,2022-11-08 14:32:13.233238016
CST2022102912456,Male,42,2023-08-23 21:45:37.482551808
